NCM;categoria;descricao;IPI;uTrib
07051900;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07051900 - OUTRAS ALFACES, FRESCAS OU REFRIGERADAS;NT;KG
07052100;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07052100 - CHICÓRIAS #WITLOOF#,FRESCAS OU REFRIGERADAS;NT;KG
07052900;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07052900 - OUTRAS CHICÓRIAS, FRESCAS OU REFRIGERADAS;NT;KG
07061000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07061000 - CENOURAS E NABOS, FRESCOS OU REFRIGERADOS;NT;KG
07069000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07069000 - BETERRABA,RABANETE,OUTS.RAIZ.FRESC.REFRIG.;NT;KG
07070000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07070000 - PEPINOS E PEPININHOS,FRESCOS,REFRIGERADOS;NT;KG
07081000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07081000 - ERVILHAS(PISUM SATIVUM), FRESCAS OU REFR.;NT;KG
07082000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07082000 - FEIJÕES DE VAGEM, FRESCOS OU REFRIGERADOS;NT;KG
07089000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07089000 - OUTS.LEGUMES DE VAGEM, FRESCOS OU REFRIG.;NT;KG
07092000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07092000 - ASPARGOS, FRESCOS OU REFRIGERADOS;NT;KG
07093000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07093000 - BERINJELAS, FRESCAS OU REFRIGERADAS;NT;KG
07094000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07094000 - AIPO,EXC.AIPO-RÁBANO,FRESCO OU REFRIGERADO;NT;KG
07095100;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07095100 - COGUMELOS, FRESCOS OU REFRIGERADOS;NT;KG
07095900;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07095900 - OUTROS COGUMELOS, TRUFAS, FRESC.OU REFRIG.;NT;KG
07096000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07096000 - PIMENTÕES E PIMENTAS, FRESCOS OU REFRIG.;NT;KG
07097000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07097000 - ESPINAFRES FRESCOS OU REFRIGERADOS;NT;KG
07099100;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07099100 - ALCACHOFRAS FRESCAS OU REFRIGERADAS;NT;KG
07099200;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07099200 - AZEITONAS FRESCAS OU REFRIGERADAS;NT;KG
07099300;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07099300 - ABÓBORAS, ABOBRINHAS E CABAÇAS (CURCUBITA SPP.);NT;KG
07099911;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07099911 - MILHO DOCE FRESCOS OU REFRIGERADOS PARA SEMEADURA;NT;KG
07099919;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07099919 - OUTROS MILHOS DOCES FRESC.REFR.EXCETO P/SEMEADURA;NT;KG
07099990;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07099990 - OUTROS PRODUTOS HORTICOLAS FRESCOS OU REFRIGERADOS;NT;KG
07101000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07101000 - BATATA CONG. Ñ COZ,COZ. EM ÁGUA OU VAPOR;NT;KG
07102100;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07102100 - ERVILHAS(PISUM SATIVUM),NÃO COZIDAS,CONG.;NT;KG
07102200;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07102200 - FEIJÕES CONG., Ñ COZ, COZ.EM ÁGUA OU VAPOR;NT;KG
07102900;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07102900 - OUTS.LEGUMES DE VAGEM CONG., Ñ COZ./COZ.;NT;KG
07103000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07103000 - ESPINAFRE CONG,Ñ COZ. OU COZ. ÁGUA OU VAPOR;NT;KG
07104000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07104000 - MILHO DOCE,Ñ COZIDO OU COZ.ÁGUA,VAPOR,CONG.;0;KG
07108000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07108000 - OUTROS PRODS.HORTÍCOLAS,Ñ COZIDOS,CONG.;NT;KG
07109000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07109000 - MISTURAS DE PRODUTOS HORTÍCOLAS, CONG.;NT;KG
07112010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07112010 - AZEITONAS CONSERVADAS COM ÁGUA SALGADA;NT;KG
07112020;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07112020 - AZEITONAS CONSERVS.C/ÁGUA SULFURADA, ETC.;NT;KG
07112090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07112090 - OUTS.AZEITONAS CONSERV.TRANSITORIAMENTE;0;KG
07114000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07114000 - PEPINOS/INHOS,CONS. ÁGUA. SALG. SULF.OUTS.;0;KG
07115100;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07115100 - COGUMELOS AGARICUS CONSERV.TRANSIT.;0;KG
07115900;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07115900 - OUTROS COGUMELOS E TRUFAS CONSER.TRANSIT.;5;KG
07119000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07119000 - OUTS.PROD.HORT.E MIST.CONS.A.SALG.SULF.OUTS.;0;KG
07122000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07122000 - CEBOLAS,MESMO CORTADAS EM PEDAÇOS, SECAS;0;KG
07123100;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07123100 - COGUMELOS #AGARICUS# SECS, MMO.CORTAD.ETC.;0;KG
07123200;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07123200 - ORELHA-DE-JUDAS SEC.CORT.TRIT. S/OUTS.PREP.;0;KG
07123300;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07123300 - TREMELAS(TR.SPP) SEC.CORT.TRIT. S/OUTS.PREP.;0;KG
07123900;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07123900 - OUTS.PROD.HORTIC.SEC.CORT.TRIT. S/OUTS.PREP.;0;KG
07129010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07129010 - ALHO COMUM EM PÓ;0;KG
07129090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07129090 - OUTS.PROD.HORT.MESMO, CORT.PEDAÇOS, SECOS;0;KG
07131010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07131010 - ERVILHAS(PISUM SATIVUM),P/SEMEAD.SECAS,GRÃO;NT;KG
07131090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07131090 - OUTS.ERVILHAS(PISUM SATIVUM),SECAS,EM GRÃOS;NT;KG
07132010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07132010 - GRÃO-DE-BICO P/SEMEADURA,SECOS EM GRÃOS;NT;KG
07132090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07132090 - OUTS.GRÃO-DE-BICO, SECOS EM GRÃOS;NT;KG
07133110;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133110 - FEIJÕES VIGNA MUNGO(L.),P/SEM.SEC.,GRÃO PEL.;NT;KG
07133190;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133190 - OUTS.FEIJÕES(VIGNA MUNGO),SECOS, EM GRÃOS;NT;KG
07133210;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133210 - FEIJÃO ADZUKI(PHASEOLUS),P/SEMEAD.SEC.GRÃO;NT;KG
07133290;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133290 - OUTROS FEIJÕES ADZUKI, SECOS, EM GRÃOS;NT;KG
07133311;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133311 - FEIJÃO COMUM,P/SEMEADURA,PRETO,SEC.,GRÃO;NT;KG
07133319;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133319 - OUTS.FEIJÕES PRETO, SECOS, EM GRÃOS;NT;KG
07133321;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133321 - FEIJÃO COMUM,P/SEMEADURA,BRANCO,SEC.,GRÃO;NT;KG
07133329;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133329 - OUTS.FEIJÕES BRANCOS, SECOS, EM GRÃOS;NT;KG
07133391;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133391 - OUTS.FEIJÕES, COMUNS, P/SEM. SECOS, GRÃOS;NT;KG
07133399;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133399 - OUTS.FEIJÕES COMUNS, SECOS, EM GRÃOS;NT;KG
07133410;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133410 - FEIJÃO BAMBARA(VIGNA,PHASELUS),P/SEMEADURA,EM GRÃOS;NT;KG
07133490;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133490 - OUTROS FEIJÕES-BAMBARA, SECOS, EM GRÃOS;NT;KG
07133510;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133510 - FEIJÃO-FRADINHO(VIGNA UNGUICULATA) PARA SEMEADURA;NT;KG
07133590;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133590 - OUTS.FEIJÕES-FRADINHO(VIGNA UNGUICULATA),SECOS,GRAOS;NT;KG
07133910;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133910 - OUTROS FEIJÕES SECOS, EM GRÃO P/SEMEADURA;NT;KG
07133990;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07133990 - OUTS. FEIJÕES SECOS, EM GRÃOS,MESMO PELADO/PARTIDOS;NT;KG
07134010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07134010 - LENTILHAS P/SEMEADURA, SECAS, EM GRÃOS;NT;KG
07134090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07134090 - OUTS.LENTILHAS, SECAS EM GRÃOS;NT;KG
07135010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07135010 - FAVAS E FAVAS FORRAG.P/SEM.,SEC. EM GRÃOS;NT;KG
07135090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07135090 - OUTS.FAVA E FAVA FORRAGEIRAS, SECAS, GRÃOS;NT;KG
07136010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07136010 - FEIJÃO-GUANDO (CAJANUS CAJAN),P/SEMEAD.SECOS,GRÃO;NT;KG
07136090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07136090 - OUTROS FEIJÃO-GUANDO(CAJANUS CAJAN),SECOS, EM GRÃOS;NT;KG
07139010;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07139010 - OUTS. LEGUMES D/VAGEM,SEC.,GRÃO,PELAD./PARTS.SEMEADURA;NT;KG
07139090;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07139090 - OUTS. LEGUMES D/VAGEM SECOS,GRÃOS,PELADOS/PARTIDOS;NT;KG
07141000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07141000 - RAÍZES D/MANDIOCA FRES.,REF.,CONG.OU SECAS;NT;KG
07142000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07142000 - BATATAS-DOCES, FRES.,REFRIGS.CONG.OU SECAS;NT;KG
07143000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07143000 - INHAMES FRESCOS, REFRIGERADO, CONGELADO OU SECOS;NT;KG
07144000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07144000 - TAROS FRESCOS, REFRIGERADO, CONGELADO OU SECOS;NT;KG
07145000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07145000 - MANGARITOS FRESCOS, REFRIGERADO, CONGELADO OU SECOS;NT;KG
07149000;PRODUTOS HORTÍCOLAS, PLANTAS, RAÍZES E TUBÉRCULOS, COMESTÍVEIS;07149000 - OUTS.RAÍZES/TUBÉRCULOS SEMELH.FRESCOS/REFR./CONG./SECOS;NT;KG
08011100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08011100 - DESSECADOS;NT;KG
08011200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08011200 - COCOS N/CASCA INTERNA (ENDOCARPO), FRESCOS/SECOS;NT;KG
08011900;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08011900 - OUTROS COCOS FRESCOS,SECOS COM OU SEM CASCA/PELADOS;NT;KG
08012100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08012100 - CASTANHA-DO-PARÁ,FRESCA OU SECA,COM CASCA;NT;KG
08012200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08012200 - CASTANHA-DO-PARÁ,FRESCA OU SECA,SEM CASCA;NT;KG
08013100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08013100 - CASTANHA DE CAJU,FRESCA OU SECA,COM CASCA;NT;KG
08013200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08013200 - CASTANHA DE CAJU,FRESCA OU SECA,SEM CASCA;NT;KG
08021100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08021100 - AMÊNDOAS COM CASCA, FRESCAS OU SECAS;0;KG
08021200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08021200 - AMÊNDOAS SEM CASCA, FRESCAS OU SECAS;0;KG
08022100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08022100 - AVELÃS(CORYLUS SPP.),C/CASCA,FRESCAS,SECAS;0;KG
08022200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08022200 - AVELÃS(CORYLUS SPP.),S/CASCA,FRESCAS,SECAS;0;KG
08023100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08023100 - NOZES COM CASCA, FRESCAS OU SECAS;0;KG
08023200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08023200 - NOZES SEM CASCA, FRESCAS OU SECAS;0;KG
08024100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08024100 - CASTANHAS (CASTANCA SPP.), COM CASCA;0;KG
08024200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08024200 - CASTANHAS (CASTANCA SPP.), SEM CASCA;0;KG
08025100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08025100 - PISTÁCIOS COM CASCA, FRESCOS OU SECOS;0;KG
08025200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08025200 - PISTÁCIOS SEM CASCA, FRESCOS OU SECOS;0;KG
08026100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08026100 - NOZES DE MACADÂMIA COM CASCA FRESCOS OU SECOS;0;KG
08026200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08026200 - NOZES DE MACADÂMIA SEM CASCA FRESCOS OU SECOS;0;KG
08027000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08027000 - NOZES DE COLA (COLA SPP.), FRESCAS OU SECAS;0;KG
08028000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08028000 - NOZES DE ARECA (NOZES DE BÉTELE), FRESCAS OU SECAS;0;KG
08029000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08029000 - OUTRAS FRUTAS DE CASCA RIJA FRESCAS OU SECAS;0;KG
08031000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08031000 - BANANAS-DA-TERRA FRESCAS OU SECAS;NT;KG
08039000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08039000 - OUTRAS BANANAS FRESCAS OU SECAS;NT;KG
08041010;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08041010 - TÂMARAS FRESCAS;NT;KG
08041020;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08041020 - TÂMARAS SECAS;0;KG
08042010;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08042010 - FIGOS FRESCOS;NT;KG
08042020;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08042020 - FIGOS SECOS;0;KG
08043000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08043000 - ABACAXIS (ANANASES), FRESCOS OU SECOS;NT;KG
08044000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08044000 - ABACATES, FRESCOS OU SECOS;NT;KG
08045010;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08045010 - GOIABAS FRESCAS OU SECAS;NT;KG
08045020;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08045020 - MANGAS FRESCAS OU REFRIGERADAS;NT;KG
08045030;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08045030 - MANGOSTÕES FRESCOS OU REFRIGERADOS;NT;KG
08051000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08051000 - LARANJAS, FRESCAS OU SECAS;NT;KG
08052000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08052000 - TANGERINA,MANDARINAS,SATSUMAS,FRES.OU SEC.;;KG
08052100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08052200;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08052900;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08054000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08054000 - POMELOS (#GRAPEFRUIT#) FRESCOS OU SECOS;NT;KG
08055000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08055000 - LIMÕES E LIMAS FRESCOS OU SECOS;NT;KG
08059000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08059000 - OUTROS CÍTRICOS, FRESCOS OU SECOS;NT;KG
08061000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08061000 - UVAS FRESCAS;NT;KG
08062000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08062000 - UVAS SECAS (PASSAS);0;KG
08071100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08071100 - MELANCIAS FRESCAS;NT;KG
08071900;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08071900 - MELÕES FRESCOS;NT;KG
08072000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08072000 - MAMÕES (PAPAIAS), FRESCOS;NT;KG
08081000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08081000 - MAÇÃS FRESCAS;NT;KG
08083000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08083000 - PERAS FRESCAS;NT;KG
08084000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08084000 - MARMELOS FRESCOS;NT;KG
08091000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08091000 - DAMASCOS FRESCOS;NT;KG
08092100;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08092100 - CEREJAS-ÁCIDAS (PRUNUS CENASUS), FRESCAS;NT;KG
08092900;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08092900 - OUTRAS CEREJAS FRESCAS;NT;KG
08093010;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08093010 - PÊSSEGOS FRESCOS;NT;KG
08093020;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08093020 - #BRUGNONS# E NECTARINAS, FRESCOS;NT;KG
08094000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08094000 - AMEIXAS E ABRUNHOS FRESCOS;NT;KG
08101000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08101000 - MORANGOS FRESCOS;NT;KG
08102000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08102000 - FRAMBOESA, AMORAS,INCL.SILVESTRES,FRESCAS;NT;KG
08103000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08103000 - GROSELHAS INCLUINDO O CASSIS FRESCAS;NT;KG
08104000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08104000 - AIRELAS,MIRTILOS,OUTS.FRUTS.VACCINIUM FRESC.;NT;KG
08105000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08105000 - QUIVIS #KIWIS#,FRESCOS;NT;KG
08106000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08106000 - DURIÕES FRESCAS;NT;KG
08107000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08107000 - CAQUIS (DIÓSPIROS) FRESCOS;NT;KG
08109000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08109000 - OUTRAS FRUTAS FRESCAS;NT;KG
08109011;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109012;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109013;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109014;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109015;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109016;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109017;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08109090;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";Novo NCM;NT;KG
08111000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08111000 - MORANGO,Ñ COZ/COZ VAP/ÁGUA,CONG.MMO.C/AÇ.;NT;KG
08112000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08112000 - FRAMBOESA, AMORA, Ñ COZ.CONG.MMO.C/AÇÚCAR;NT;KG
08119000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08119000 - OUTS.FRUTAS CONG.,Ñ COZ.,COZ EM ÁGUA/VAPOR;NT;KG
08121000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08121000 - CEREJAS CONSERVADAS TRANSITORIAMENTE;NT;KG
08129000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08129000 - OUTS FRUTAS CONSERVADAS TRANSITORIAMENTE;NT;KG
08131000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08131000 - DAMASCOS SECOS;0;KG
08132010;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08132010 - AMEIXAS SECAS, COM CAROÇO;0;KG
08132020;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08132020 - AMEIXAS SECAS, SEM CAROÇO;0;KG
08133000;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08133000 - MAÇÃS SECAS;0;KG
08134010;"FRUTA; CASCAS DE CITROS (CITRINOS*) E DE MELÕES";08134010 - PÊRAS SECAS;0;KG
