NCM;categoria;descricao;IPI;uTrib
32141020;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32141020 - INDUTOS UTILIZADOS EM PINTURA;2;KG
32149000;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32149000 - OUTS.MASTIQUES,CIM.D/RES.,INDUTOS P/PINTURA;0;KG
32151100;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32151100 - TINTAS DE IMPRESSÃO PRETAS;0;KG
32151900;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32151900 - OUTRAS TINTAS DE IMPRESSÃO;0;KG
32159000;"EXTRATOS TANANTES E TINTORIAIS; TANINOS E SEUS DERIVADOS; PIGMENTOS E OUTRAS MATÉRIAS CORANTES; TINTAS E VERNIZES; MÁSTIQUES; TINTAS DE ESCREVER";32159000 - OUTRAS TINTAS D/ESCREVER OU DESENHAR;0;KG
33011210;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33011210 - ÓLEOS ESSENCIAIS D/LARANJA #PETIT GRAIN#;5;KG
33011290;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33011290 - OUTROS ÓLEOS ESSENCIAIS DE LARANJA;5;KG
33011300;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33011300 - ÓLEOS ESSENCIAIS DE LIMÃO;5;KG
33011910;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33011910 - ÓLEOS ESSENCIAIS DE LIMA;5;KG
33011990;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33011990 - OUTROS ÓLEOS ESSENCIAIS D/CÍTRICOS;5;KG
33012400;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012400 - ÓLEOS ESSENCIAIS DE HORTELÃ-PIMENTA;5;KG
33012510;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012510 - ÓLEOS ESSEN.D/MENTHA JAPONESA ARVENSIS;5;KG
33012520;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012520 - ÓLEOS ESSENCIAIS DE MENTHA SPEARMINT;5;KG
33012590;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012590 - OUTROS ÓLEOS ESSENCIAIS D/OUTRAS MENTAS;5;KG
33012911;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012911 - ÓLEO ESSENCIAL DE CITRONELA;5;KG
33012912;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012912 - ÓLEO ESSENCIAL DE CEDRO;5;KG
33012913;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012913 - ÓLEO ESSENC.PAU-SANTO(BULNESIA SARMIENTOI);5;KG
33012914;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012914 - ÓLEO ESSENCIAL DE #LEMONGRASS#;5;KG
33012915;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012915 - ÓLEO ESSENCIAL DE PAU-ROSA;5;KG
33012916;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012916 - ÓLEO ESSENCIAL DE PALMA ROSA;5;KG
33012917;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012917 - ÓLEO ESSENCIAL DE CORIANDRO;5;KG
33012918;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012918 - ÓLEO ESSENCIAL DE CABREÚVA;5;KG
33012919;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012919 - ÓLEO ESSENCIAL DE EUCALIPTO;5;KG
33012921;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012921 - ÓLEOS ESSENCIAIS DE ALFAZEMA OU DE LAVANDA;5;KG
33012922;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012922 - ÓLEOS ESSENCIAIS DE VETIVER;5;KG
33012990;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33012990 - OUTROS ÓLEOS ESSENCIAIS, EXCETO CÍTRICOS;5;KG
33013000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33013000 - RESINÓIDES;5;KG
33019010;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33019010 - SOLUÇÕES CONC.ÓLEOS ESSENCIAIS EM GORDUR.;5;KG
33019020;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33019020 - SUBPROD.TERPÊNICOS RESID.D/DESTERP.D/ÓL.ESS;5;KG
33019030;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33019030 - ÁGUAS DEST.AROM.,SOLUÇ.AQ.D/ÓL.ESSENCIAIS;5;KG
33019040;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33019040 - OLEORRESINAS DE EXTRAÇÃO;5;KG
33021000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33021000 - MIST.D/ SUBST.ODORÍFERAS P/IND.ALIM.E D/BEBIDA;5;KG
33029011;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33029011 - VETIVEROL PARA PERFUMARIA;5;KG
33029019;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33029019 - OUTS. MIST.D/SUBST.ODORÍFERAS P/PERFUMARIA;5;KG
33029090;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33029090 - OUTS. MIST.D/SUBST.ODOR.BÁSICAS P/INDÚSTRIA;5;KG
33030010;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33030010 - PERFUMES (EXTRATOS);42;KG
33030020;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33030020 - ÁGUAS-DE-COLÔNIA;12;KG
33041000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33041000 - PRODUTOS DE MAQUILAGEM PARA OS LÁBIOS;22;KG
33042010;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33042010 - SOMBRA,DELINEADOR,LÁPIS P/ SOBRANC.,E RÍMEL;22;KG
33042090;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33042090 - OUTROS PROD.DE MAQUILAGEM PARA OS OLHOS;22;KG
33043000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33043000 - PREPARAÇÕES PARA MANICUROS E PEDICUROS;22;KG
33049100;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33049100 - PÓS, INCLUÍDOS OS COMPACTOS;22;KG
33049910;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33049910 - CREMES BELEZA,NUTRITIVOS E LOÇÕES TÔNICAS;22;KG
33049990;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33049990 - OUTS.PRODUTOS D/BELEZA OU D/MAQUILAGEM;22;KG
33051000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33051000 - XAMPUS PARA OS CABELOS;7;KG
33052000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33052000 - PREPS.P/ONDULAÇÃO/ALISAMENTO DOS CABELOS;22;KG
33053000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33053000 - LAQUÊS PARA O CABELO;22;KG
33059000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33059000 - OUTRAS PREPARAÇÕES CAPILARES;22;KG
33061000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33061000 - DENTIFRÍCIOS;0;KG
33062000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33062000 - FIO DENTAL;0;KG
33069000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33069000 - OUTRAS PREP.P/HIGIENE BUCAL OU DENTÁRIA;0;KG
33071000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33071000 - PREP.P/BARBEAR (ANTES, DURANTE OU APÓS);22;KG
33072010;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33072010 - DESODORANTES CORPORAIS,ANTIPERSP.LÍQUIDOS;7;KG
33072090;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33072090 - OUTS.DESODORANTES CORPORAIS E ANTIPERSP.;7;KG
33073000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33073000 - SAIS PERFUMADOS E OUTS. PREP. PARA BANHOS;22;KG
33074100;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33074100 - AGARBATE E PREP.ODOR.Q.ATUEM P/COMBUSTÃO;22;KG
33074900;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33074900 - OUTS.PREP.P/PERFUMAR /DESODORIZAR AMBIENTE;22;KG
33079000;"ÓLEOS ESSENCIAIS E RESINOIDES; PRODUTOS DE PERFUMARIA OU DE TOUCADOR PREPARADOS E PREPARAÇÕES COSMÉTICAS";33079000 - OUTS.PRODS.D/PERFUMARIA/TOUCADOR,PREPARS.;22;KG
34011110;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34011110 - SABÕES MEDICINAIS;5;KG
34011190;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34011190 - OUTS.SABÕES E PRODUTOS TENSOAT.D/TOUCADOR;5;KG
34011900;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34011900 - OUTS.SABÕES E PRODUTOS TENSOATIVOS;5;KG
34012010;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34012010 - SABÕES SOB OUTRAS FORMAS DE TOUCADOR;5;KG
34012090;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34012090 - SABÕES SOB OUTRAS FORMAS;5;KG
34013000;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34013000 - PROD.PREP.TENSOAT.DEST.LAV.D/PELE LÍQ/CREME;10;KG
34021110;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021110 - DIBUTILNAFTALENOSSULFATO DE SÓDIO;5;KG
34021120;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021120 - N-METIL-N-OLEILTAURATO DE SÓDIO;5;KG
34021130;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021130 - ALQUILSULFONATO DE SÓDIO, SECUNDÁRIO;5;KG
34021140;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021140 - MISTURA DE ÁCIDOS ALQUILBENZENOSSULFÔNICOS;5;KG
34021190;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021190 - OUTS.AGENTES ANIÔNICOS,MMO VENDA RETALHO;5;KG
34021210;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021210 - ACETATO OLEILAMINA(AGENTE ORGÂNICO SUPERF.);5;KG
34021290;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021290 - OUTS.AGENTES CATIÔNICOS,MMO VENDA RETALHO;5;KG
34021300;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021300 - AGENTES ORGÂNICOS DE SUPERFÍCIE,NÃO IÔNICOS;5;KG
34021900;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34021900 - OUTS.AGENTES ORG.D/SUPERF.MMO VENDA RET.;5;KG
34022000;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34022000 - PREP.TENSOATIVAS,PARA LAVAGEM E LIMPEZA;5;KG
34029011;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029011 - MIST.D/AGENTES ORG.D/SUP.C/PROD.NÃO IÔNICOS;5;KG
34029019;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029019 - OUTRAS MISTURAS D/AGENTES ORG.D/SUPERFÍCIE;5;KG
34029021;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029021 - SOLUÇÕES OU EMULSÕES HIDROALCOÓLICAS;5;KG
34029022;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029022 - SOL.BASE D/NONANOILOXIBENZENOSSULF.D/SÓDIO;5;KG
34029023;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029023 - SOLUÇÕES OU EMULSÕES HIDROALCOÓLICAS;5;KG
34029029;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029029 - SOLUÇÕES D/PROD.TENS.D/SUBP.3402.11/3402.19;5;KG
34029031;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029031 - DETERGENTES À BASE D/NONIFENOL ETOXILADO;5;KG
34029039;SABÕES, AGENTES ORGÂNICOS DE SUPERFÍCIE, PREPARAÇÕES PARA LAVAGEM, PREPARAÇÕES LUBRIFICANTES, CERAS ARTIFICIAIS, CERAS PREPARADAS, PRODUTOS DE CONSERVAÇÃO E LIMPEZA, VELAS E ARTIGOS SEMELHANTES, MASSAS OU PASTAS PARA MODELAR, “CERAS PARA DENTISTAS” E COMPOSIÇÕES PARA DENTISTAS à BASE DE GESSO;34029039 - OUTROS DETERGENTES;5;KG
